timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1734350348743,181,Carga/images/fish_icon.gif-104,200,,Carga Loguin 1-208,bin,true,,733,689,93,93,https://petstore.octoperf.com/images/fish_icon.gif,181,0,0
1734350348740,183,Carga/images/sm_reptiles.gif-109,200,,Carga Loguin 1-195,bin,true,,692,691,92,92,https://petstore.octoperf.com/images/sm_reptiles.gif,183,0,0
1734350348745,178,Carga/images/sm_fish.gif-100,200,,Carga Loguin 1-241,bin,true,,565,687,92,92,https://petstore.octoperf.com/images/sm_fish.gif,178,0,0
1734350348559,364,Carga/images/splash.gif-101,200,,Carga Loguin 1-220,bin,true,,36395,686,92,92,https://petstore.octoperf.com/images/splash.gif,184,0,0
1734350348739,181,Carga/images/sm_birds.gif-107,200,,Carga Loguin 1-199,bin,true,,545,688,92,92,https://petstore.octoperf.com/images/sm_birds.gif,181,0,0
1734350348739,181,Carga/images/cart.gif-111,200,,Carga Loguin 1-185,bin,true,,1956,684,92,92,https://petstore.octoperf.com/images/cart.gif,181,0,0
1734350348743,177,Carga/images/sm_fish.gif-100,200,,Carga Loguin 1-243,bin,true,,565,687,92,92,https://petstore.octoperf.com/images/sm_fish.gif,177,0,0
1734350348743,176,Carga/images/sm_fish.gif-100,200,,Carga Loguin 1-242,bin,true,,565,687,92,92,https://petstore.octoperf.com/images/sm_fish.gif,176,0,0
1734350348737,181,Carga/images/sm_cats.gif-102,200,,Carga Loguin 1-228,bin,true,,583,687,92,92,https://petstore.octoperf.com/images/sm_cats.gif,181,0,0
1734350348737,181,Loguin/actions/Catalog.action-115,200,,Carga Loguin 1-173,text,true,,4973,898,92,92,https://petstore.octoperf.com/actions/Catalog.action,181,0,0
1734350348735,182,CargaLoguin/actions/Account.action;jsessionid=FB73E2EC6189136D6535597A31CEBD3E-113,200,,Carga Loguin 1-179,text,true,,4093,872,92,92,https://petstore.octoperf.com/actions/Account.action;jsessionid=FB73E2EC6189136D6535597A31CEBD3E?signonForm=,182,0,0
1734350348735,180,Carga/images/sm_dogs.gif-112,200,,Carga Loguin 1-191,bin,true,,600,687,92,92,https://petstore.octoperf.com/images/sm_dogs.gif,180,0,0
1734350348737,178,Carga/images/cats_icon.gif-105,200,,Carga Loguin 1-212,bin,true,,702,689,92,92,https://petstore.octoperf.com/images/cats_icon.gif,178,0,0
1734350348737,178,Loguin/actions/Catalog.action-115,200,,Carga Loguin 1-174,text,true,,4973,898,92,92,https://petstore.octoperf.com/actions/Catalog.action,178,0,0
1734350348737,178,Loguin/actions/Catalog.action-115,200,,Carga Loguin 1-170,text,true,,4973,898,92,92,https://petstore.octoperf.com/actions/Catalog.action,178,0,0
1734350348735,179,Carga/images/sm_dogs.gif-112,200,,Carga Loguin 1-193,bin,true,,600,687,92,92,https://petstore.octoperf.com/images/sm_dogs.gif,179,0,0
1734350348556,356,Carga/images/splash.gif-101,200,,Carga Loguin 1-219,bin,true,,36395,686,92,92,https://petstore.octoperf.com/images/splash.gif,179,0,0
