timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1734358785322,182,Continuar/actions/Order.action-123,200,,Carga Compra 1-201,text,true,,4504,1512,140,140,https://petstore.octoperf.com/actions/Order.action,182,0,0
1734358785473,31,Carga/generate_204-96,204,No Content,Carga Compra 1-335,,true,,127,310,140,140,http://www.gstatic.com/generate_204,0,0,15
1734358785321,181,Carga/images/sm_fish.gif-100,200,,Carga Compra 1-316,bin,true,,565,687,140,140,https://petstore.octoperf.com/images/sm_fish.gif,181,0,0
1734358785314,185,Continuar/actions/Order.action-123,200,,Carga Compra 1-193,text,true,,4504,1512,140,140,https://petstore.octoperf.com/actions/Order.action,185,0,0
1734358785319,183,Continuar/actions/Order.action-123,200,,Carga Compra 1-197,text,true,,4504,1512,140,140,https://petstore.octoperf.com/actions/Order.action,183,0,0
1734358785317,181,Continuar/actions/Order.action-123,200,,Carga Compra 1-194,text,true,,4504,1512,140,140,https://petstore.octoperf.com/actions/Order.action,181,0,0
1734358785317,178,Continuar/actions/Order.action-123,200,,Carga Compra 1-199,text,true,,4504,1512,140,140,https://petstore.octoperf.com/actions/Order.action,178,0,0
1734358784754,735,Carga/actions/Catalog.action-97,200,,Carga Compra 1-320,text,true,,5664,789,140,140,https://petstore.octoperf.com/actions/Catalog.action,735,0,554
1734358785307,181,Continuar/actions/Order.action-123,200,,Carga Compra 1-195,text,true,,4504,1512,140,140,https://petstore.octoperf.com/actions/Order.action,181,0,0
1734358785302,182,Continuar/actions/Order.action-123,200,,Carga Compra 1-198,text,true,,4504,1512,140,140,https://petstore.octoperf.com/actions/Order.action,182,0,0
1734358785297,183,Checkout/actions/Order.action-122,200,,Carga Compra 1-216,text,true,,4235,860,140,140,https://petstore.octoperf.com/actions/Order.action?newOrderForm=,183,0,0
1734358785299,179,Checkout/actions/Order.action-122,200,,Carga Compra 1-213,text,true,,4241,860,140,140,https://petstore.octoperf.com/actions/Order.action?newOrderForm=,179,0,0
1734358785297,180,Checkout/actions/Order.action-122,200,,Carga Compra 1-209,text,true,,4239,860,140,140,https://petstore.octoperf.com/actions/Order.action?newOrderForm=,180,0,0
1734358785285,185,Checkout/actions/Order.action-122,200,,Carga Compra 1-215,text,true,,4239,860,139,139,https://petstore.octoperf.com/actions/Order.action?newOrderForm=,185,0,0
1734358785276,185,Carga/images/separator.gif-99,200,,Carga Compra 1-312,bin,true,,338,689,139,139,https://petstore.octoperf.com/images/separator.gif,185,0,0
1734358785423,35,Carga/generate_204-96,204,No Content,Carga Compra 1-334,,true,,127,310,139,139,http://www.gstatic.com/generate_204,0,0,18
1734358784713,739,Carga/actions/Catalog.action-97,200,,Carga Compra 1-319,text,true,,5664,789,139,139,https://petstore.octoperf.com/actions/Catalog.action,739,0,561
1734358785270,179,Carga/images/dogs_icon.gif-108,200,,Carga Compra 1-281,bin,true,,762,689,139,139,https://petstore.octoperf.com/images/dogs_icon.gif,179,0,0
1734358785269,180,Carga/images/dogs_icon.gif-108,200,,Carga Compra 1-282,bin,true,,762,689,139,139,https://petstore.octoperf.com/images/dogs_icon.gif,180,0,0
1734358785269,180,Carga/images/dogs_icon.gif-108,200,,Carga Compra 1-277,bin,true,,762,689,139,139,https://petstore.octoperf.com/images/dogs_icon.gif,180,0,0
1734358785269,177,Carga/images/dogs_icon.gif-108,200,,Carga Compra 1-285,bin,true,,762,689,139,139,https://petstore.octoperf.com/images/dogs_icon.gif,177,0,0
1734358785262,180,Carga/images/sm_fish.gif-100,200,,Carga Compra 1-313,bin,true,,565,687,139,139,https://petstore.octoperf.com/images/sm_fish.gif,180,0,0
1734358785262,180,Carga/images/sm_fish.gif-100,200,,Carga Compra 1-315,bin,true,,565,687,139,139,https://petstore.octoperf.com/images/sm_fish.gif,180,0,0
1734358785259,180,Carga/images/dogs_icon.gif-108,200,,Carga Compra 1-278,bin,true,,762,689,139,139,https://petstore.octoperf.com/images/dogs_icon.gif,180,0,0
1734358785251,181,Carga/images/sm_fish.gif-100,200,,Carga Compra 1-314,bin,true,,565,687,139,139,https://petstore.octoperf.com/images/sm_fish.gif,181,0,0
1734358785241,182,Carga/images/dogs_icon.gif-108,200,,Carga Compra 1-280,bin,true,,762,689,139,139,https://petstore.octoperf.com/images/dogs_icon.gif,182,0,0
1734358785228,178,Loguin/actions/Catalog.action-115,200,,Carga Compra 1-243,text,true,,4973,898,138,138,https://petstore.octoperf.com/actions/Catalog.action,178,0,0
1734358785372,34,Carga/generate_204-96,204,No Content,Carga Compra 1-333,,true,,127,310,138,138,http://www.gstatic.com/generate_204,0,0,18
1734358784660,744,Carga/actions/Catalog.action-97,200,,Carga Compra 1-318,text,true,,5664,789,138,138,https://petstore.octoperf.com/actions/Catalog.action,744,0,558
1734358785218,186,Agregar/actions/Cart.action-119,200,,Carga Compra 1-212,text,true,,4681,880,138,138,https://petstore.octoperf.com/actions/Cart.action?addItemToCart=&workingItemId=EST-1,186,0,0
1734358785218,185,Loguin/actions/Catalog.action-115,200,,Carga Compra 1-227,text,true,,4973,898,138,138,https://petstore.octoperf.com/actions/Catalog.action,185,0,0
1734358785220,183,Carga/images/separator.gif-99,200,,Carga Compra 1-311,bin,true,,338,689,138,138,https://petstore.octoperf.com/images/separator.gif,183,0,0
1734358785217,186,BusquedaAgregar/actions/Catalog.action-118,200,,Carga Compra 1-226,text,true,,4123,848,138,138,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=FI-SW-01,186,0,0
1734358785219,184,Carga/css/jpetstore.css-98,200,,Carga Compra 1-307,text,true,,6268,640,138,138,https://petstore.octoperf.com/css/jpetstore.css,184,0,0
1734358785217,186,Agregar/actions/Cart.action-119,200,,Carga Compra 1-207,text,true,,4681,880,138,138,https://petstore.octoperf.com/actions/Cart.action?addItemToCart=&workingItemId=EST-1,186,0,0
1734358785218,185,Carga/images/sm_cats.gif-102,200,,Carga Compra 1-294,bin,true,,583,687,138,138,https://petstore.octoperf.com/images/sm_cats.gif,185,0,0
1734358785218,185,Carga/images/sm_cats.gif-102,200,,Carga Compra 1-296,bin,true,,583,687,138,138,https://petstore.octoperf.com/images/sm_cats.gif,185,0,0
1734358785218,185,Carga/images/dogs_icon.gif-108,200,,Carga Compra 1-273,bin,true,,762,689,138,138,https://petstore.octoperf.com/images/dogs_icon.gif,185,0,0
1734358785218,185,Carga/images/sm_reptiles.gif-109,200,,Carga Compra 1-261,bin,true,,692,691,138,138,https://petstore.octoperf.com/images/sm_reptiles.gif,185,0,0
1734358785218,185,Carga/images/reptiles_icon.gif-103,200,,Carga Compra 1-299,bin,true,,963,693,138,138,https://petstore.octoperf.com/images/reptiles_icon.gif,185,0,0
1734358785218,185,Carga/images/sm_reptiles.gif-109,200,,Carga Compra 1-262,bin,true,,692,691,138,138,https://petstore.octoperf.com/images/sm_reptiles.gif,185,0,0
1734358785011,392,Carga/images/splash.gif-101,200,,Carga Compra 1-287,bin,true,,36395,686,138,138,https://petstore.octoperf.com/images/splash.gif,207,0,0
1734358785218,184,Carga/images/sm_reptiles.gif-109,200,,Carga Compra 1-258,bin,true,,692,691,138,138,https://petstore.octoperf.com/images/sm_reptiles.gif,184,0,0
1734358785217,185,Agregar/actions/Cart.action-119,200,,Carga Compra 1-203,text,true,,4681,880,138,138,https://petstore.octoperf.com/actions/Cart.action?addItemToCart=&workingItemId=EST-1,185,0,0
1734358785217,185,CargaLoguin/actions/Account.action;jsessionid=FB73E2EC6189136D6535597A31CEBD3E-113,200,,Carga Compra 1-239,text,true,,4095,872,138,138,https://petstore.octoperf.com/actions/Account.action;jsessionid=FB73E2EC6189136D6535597A31CEBD3E?signonForm=,185,0,0
